TEMPO,TIPO,ANO
10.63,ERRO,2012
1.19,ERRO,2012
7.18,COMPUTADOR,2012
1.17,MOUSE,2012
64.5,COMPUTADOR,2012
1.49,ERRO,2012
12.49,COMPUTADOR,2012
5.48,SISTEMA,2012
1.44,COMPUTADOR,2012
13.44,SISTEMA,2012
1.23,SIHOSP,2012
4.27,BENNER,2012
10.64,NAO LIGA,2012
4.29,ERRO,2012
13.66,IMPRESSORA,2012
4.26,COMPUTADOR,2012
4.22,BENNER,2012
2.65,NAO LIGA,2012
3.38,NAO LIGA,2012
2.27,ERRO,2012
2.27,ERRO,2012
3.27,BENNER,2012
59.64,SISTEMA,2012
82.64,SIHOSP,2012
4.31,SIHOSP,2012
16.5,IMPRESSORA,2012
5.39,SIHOSP,2012
5.39,LASER,2012
5.27,IMPRESSORA,2012
1.66,SISTEMA,2012
4.68,IMPRESSORA,2012
2.45,BENNER,2012
1.45,SIHOSP,2012
10.22,COMPUTADOR,2012
7.22,SISTEMA,2012
2.21,COMPUTADOR,2012
15.2,SISTEMA,2012
83.2,SISTEMA,2012
5.31,TECLADO,2012
1.67,BENNER,2012
4.67,ERRO,2012
1.67,SIHOSP,2012
3.17,ERRO,2012
12.4,IMPRESSORA,2012
44.39,COMPUTADOR,2012
12.39,COMPUTADOR,2012
12.38,COMPUTADOR,2012
26.36,IMPRESSORA,2012
11.31,IMPRESSORA,2012
4.4,COMPUTADOR,2012
3.16,SISTEMA,2012
3.16,ERRO,2012
6.14,SISTEMA,2012
10.12,SIHOSP,2012
3.11,SISTEMA,2012
4.61,NAO LIGA,2012
18.49,SISTEMA,2012
1.32,ERRO,2012
1.32,ERRO,2012
1.31,SIHOSP,2012
7.19,IMPRESSORA,2012
1.15,NAO LIGA,2012
1.51,SIHOSP,2012
1.61,NAO LIGA,2012
1.61,NAO LIGA,2012
1.6,NAO LIGA,2012
5.63,IMPRESSORA,2012
5.52,IMPRESSORA,2012
14.38,SIHOSP,2012
83.34,LASER,2012
4.36,BENNER,2012
6.36,SIHOSP,2012
6.57,IMPRESSORA,2012
6.35,IMPRESSORA,2012
2.31,BENNER,2012
1.29,SIHOSP,2012
47.18,IMPRESSORA,2012
3.61,IMPRESSORA,2012
26.41,NAO LIGA,2012
2.56,ERRO,2012
13.56,ERRO,2012
3.54,LASER,2012
43.48,COMPUTADOR,2012
11.28,BENNER,2012
5.27,IMPRESSORA,2012
1.25,ERRO,2012
1.25,TECLADO,2012
4.2,BENNER,2012
1.41,ERRO,2012
1.36,ERRO,2012
1.36,BENNER,2012
6.27,SISTEMA,2012
5.63,BENNER,2012
5.57,SISTEMA,2012
14.29,SISTEMA,2012
6.28,COMPUTADOR,2012
9.24,SISTEMA,2012
2.23,ERRO,2012
11.23,SISTEMA,2012
9.68,COMPUTADOR,2012
1.35,SIHOSP,2012
5.66,NAO LIGA,2012
5.54,IMPRESSORA,2012
2.31,SIHOSP,2012
5.31,ERRO,2012
4.31,ERRO,2012
5.3,IMPRESSORA,2012
8.3,IMPRESSORA,2012
5.29,SISTEMA,2012
8.29,COMPUTADOR,2012
4.27,ERRO,2012
4.27,ERRO,2012
28.6,MOUSE,2012
14.45,IMPRESSORA,2012
1.38,ERRO,2012
31.39,SISTEMA,2012
1.36,ERRO,2012
12.34,IMPRESSORA,2012
4.34,COMPUTADOR,2012
11.49,IMPRESSORA,2012
12.34,COMPUTADOR,2012
14.29,COMPUTADOR,2012
51.28,BENNER,2012
30.27,SISTEMA,2012
1.5,ERRO,2012
25.63,COMPUTADOR,2012
1.18,BENNER,2012
1.18,SISTEMA,2012
1.66,IMPRESSORA,2012
44.51,SISTEMA,2012
3.18,SISTEMA,2012
1.18,COMPUTADOR,2012
3.47,ERRO,2012
47.47,SIHOSP,2012
73.36,SISTEMA,2012
4.44,COMPUTADOR,2012
9.44,ERRO,2012
5.43,COMPUTADOR,2012
5.27,ERRO,2012
5.25,SIHOSP,2012
1.5,ERRO,2012
1.3,ERRO,2012
10.24,ERRO,2012
2.41,SISTEMA,2012
42.28,BENNER,2012
13.28,SIHOSP,2012
26.27,IMPRESSORA,2012
28.27,COMPUTADOR,2012
5.24,ERRO,2012
5.23,SIHOSP,2012
4.55,IMPRESSORA,2012
2.42,BENNER,2012
19.39,IMPRESSORA,2012
3.21,SIHOSP,2012
3.21,SISTEMA,2012
42.2,SIHOSP,2012
35.56,ERRO,2012
62.33,BENNER,2012
8.58,COMPUTADOR,2012
8.56,SISTEMA,2012
8.56,ERRO,2012
5.42,ERRO,2012
12.6,COMPUTADOR,2012
36.6,COMPUTADOR,2012
8.57,BENNER,2012
1.57,IMPRESSORA,2012
60.38,ERRO,2012
1.29,SISTEMA,2012
1.27,COMPUTADOR,2012
12.54,IMPRESSORA,2012
10.51,COMPUTADOR,2012
87.73,IMPRESSORA,2012
3.59,ERRO,2012
14.45,BENNER,2012
16.44,COMPUTADOR,2012
10.43,TECLADO,2012
6.43,SIHOSP,2012
1.41,SIHOSP,2012
1.41,NAO LIGA,2012
6.41,NAO LIGA,2012
3.35,NAO LIGA,2012
6.31,SIHOSP,2012
11.31,MOUSE,2012
11.31,COMPUTADOR,2012
33.28,BENNER,2012
4.24,BENNER,2012
4.22,SIHOSP,2012
3.54,ERRO,2012
6.22,IMPRESSORA,2012
64.22,COMPUTADOR,2012
1.21,BENNER,2012
1.21,SISTEMA,2012
6.21,COMPUTADOR,2012
28.21,BENNER,2012
2.26,SISTEMA,2012
1.33,ERRO,2012
1.65,SISTEMA,2012
7.25,ERRO,2012
1.25,SIHOSP,2012
13.23,COMPUTADOR,2012
4.58,IMPRESSORA,2012
12.55,IMPRESSORA,2012
5.3,MOUSE,2012
93.64,SISTEMA,2012
1.14,SISTEMA,2012
40.54,SISTEMA,2012
40.54,SIHOSP,2012
4.51,SIHOSP,2012
6.34,IMPRESSORA,2012
3.23,IMPRESSORA,2012
3.43,BENNER,2012
93.43,ERRO,2012
9.42,IMPRESSORA,2012
3.41,COMPUTADOR,2012
5.25,IMPRESSORA,2012
3.25,IMPRESSORA,2012
6.23,SIHOSP,2012
4.32,LASER,2012
10.23,ERRO,2012
17.46,SIHOSP,2012
1.35,COMPUTADOR,2012
17.27,BENNER,2012
5.39,IMPRESSORA,2012
40.36,COMPUTADOR,2012
13.66,SISTEMA,2012
85.49,SISTEMA,2012
1.68,BENNER,2012
85.68,SISTEMA,2012
28.53,COMPUTADOR,2012
3.5,TECLADO,2012
3.31,SISTEMA,2012
1.3,IMPRESSORA,2012
2.56,SISTEMA,2012
2.48,COMPUTADOR,2012
2.47,NAO LIGA,2012
11.32,COMPUTADOR,2012
39.69,BENNER,2012
1.42,NAO LIGA,2012
1.61,IMPRESSORA,2012
1.52,TECLADO,2012
1.4,SIHOSP,2012
9.66,IMPRESSORA,2012
3.51,TECLADO,2012
2.38,SISTEMA,2012
5.37,SIHOSP,2012
66.4,COMPUTADOR,2012
6.36,IMPRESSORA,2012
4.48,NAO LIGA,2012
4.41,TECLADO,2012
5.34,BENNER,2012
16.28,LASER,2012
77.52,SIHOSP,2012
5.22,IMPRESSORA,2012
1.4,SIHOSP,2012
1.27,ERRO,2012
14.5,ERRO,2012
6.42,SISTEMA,2012
1.49,MOUSE,2012
1.48,IMPRESSORA,2012
10.39,COMPUTADOR,2012
3.38,SISTEMA,2012
3.49,SISTEMA,2012
19.24,IMPRESSORA,2012
1.28,ERRO,2012
13.19,SISTEMA,2012
1.2,SISTEMA,2012
65.33,SISTEMA,2012
75.2,COMPUTADOR,2012
1.65,NAO LIGA,2012
1.61,COMPUTADOR,2012
1.34,SISTEMA,2012
65.31,BENNER,2012
65.31,SISTEMA,2012
7.29,BENNER,2012
1.28,SISTEMA,2012
13.27,COMPUTADOR,2012
6.51,IMPRESSORA,2012
4.62,BENNER,2012
2.6,ERRO,2012
65.59,ERRO,2012
2.66,BENNER,2012
75.19,SISTEMA,2012
5.4,IMPRESSORA,2012
63.4,ERRO,2012
6.37,SISTEMA,2012
5.5,ERRO,2012
1.38,ERRO,2012
1.22,SISTEMA,2012
18.37,SISTEMA,2012
13.31,SIHOSP,2012
14.36,IMPRESSORA,2012
1.26,TECLADO,2012
37.24,COMPUTADOR,2012
53.56,SISTEMA,2012
1.7,SIHOSP,2012
2.45,SIHOSP,2012
24.55,SIHOSP,2012
1.55,SISTEMA,2012
17.23,IMPRESSORA,2012
1.23,SISTEMA,2012
83.52,COMPUTADOR,2012
58.51,SISTEMA,2012
5.22,ERRO,2012
6.22,ERRO,2012
5.41,COMPUTADOR,2012
2.25,BENNER,2012
1.6,SISTEMA,2012
1.46,BENNER,2012
2.46,BENNER,2012
2.43,ERRO,2012
8.4,BENNER,2012
2.4,BENNER,2012
30.66,IMPRESSORA,2012
3.66,IMPRESSORA,2012
75.5,COMPUTADOR,2012
65.69,SISTEMA,2012
2.29,BENNER,2012
3.68,SISTEMA,2012
3.28,ERRO,2012
4.28,LASER,2012
51.36,BENNER,2012
1.3,SISTEMA,2012
1.28,IMPRESSORA,2012
20.25,BENNER,2012
2.25,SISTEMA,2012
10.24,COMPUTADOR,2012
67.27,BENNER,2012
1.27,SISTEMA,2012
1.48,COMPUTADOR,2012
5.51,BENNER,2012
3.61,LASER,2012
48.29,SISTEMA,2012
3.29,SISTEMA,2012
11.29,IMPRESSORA,2012
2.26,ERRO,2012
2.25,ERRO,2012
2.3,LASER,2012
4.5,BENNER,2012
4.49,IMPRESSORA,2012
4.49,IMPRESSORA,2012
3.41,ERRO,2012
2.4,BENNER,2012
2.52,LASER,2012
8.36,IMPRESSORA,2012
8.3,COMPUTADOR,2012
21.3,SISTEMA,2012
1.33,BENNER,2012
5.34,IMPRESSORA,2012
20.34,COMPUTADOR,2012
1.29,ERRO,2012
1.28,SISTEMA,2012
1.28,SIHOSP,2012
2.27,SISTEMA,2012
5.39,SIHOSP,2012
2.39,ERRO,2012
3.31,BENNER,2012
5.3,BENNER,2012
2.35,TECLADO,2012
3.35,SISTEMA,2012
1.36,COMPUTADOR,2012
1.35,COMPUTADOR,2012
11.3,LASER,2012
1.31,ERRO,2012
53.3,SISTEMA,2012
5.57,IMPRESSORA,2012
82.4,SISTEMA,2012
35.6,BENNER,2012
1.47,COMPUTADOR,2012
1.22,BENNER,2012
8.21,IMPRESSORA,2012
8.58,SIHOSP,2012
2.58,IMPRESSORA,2012
31.32,SIHOSP,2012
7.5,SIHOSP,2012
1.66,ERRO,2012
4.57,IMPRESSORA,2012
3.57,SISTEMA,2012
4.57,SISTEMA,2012
7.51,COMPUTADOR,2012
3.51,SISTEMA,2012
11.5,ERRO,2012
3.49,ERRO,2012
31.31,SISTEMA,2012
28.53,COMPUTADOR,2012
1.44,SIHOSP,2012
14.44,SISTEMA,2012
15.41,IMPRESSORA,2012
6.29,BENNER,2012
1.28,IMPRESSORA,2012
2.36,IMPRESSORA,2012
21.47,SISTEMA,2012
1.7,BENNER,2012
34.39,ERRO,2012
4.39,NAO LIGA,2012
1.54,NAO LIGA,2012
16.27,SISTEMA,2012
16.27,SISTEMA,2012
6.27,SIHOSP,2012
4.28,SISTEMA,2012
9.67,COMPUTADOR,2012
47.67,SIHOSP,2012
29.69,ERRO,2012
29.69,ERRO,2012
5.58,COMPUTADOR,2012
1.55,COMPUTADOR,2012
24.48,COMPUTADOR,2012
19.29,COMPUTADOR,2012
8.56,SISTEMA,2012
2.67,COMPUTADOR,2012
9.39,SISTEMA,2012
8.49,MOUSE,2012
2.49,SISTEMA,2012
85.48,ERRO,2012
85.48,ERRO,2012
1.35,SISTEMA,2012
5.35,IMPRESSORA,2012
1.3,SISTEMA,2012
4.35,SIHOSP,2012
76.31,COMPUTADOR,2012
25.3,IMPRESSORA,2012
2.65,SISTEMA,2012
2.56,IMPRESSORA,2012
2.56,IMPRESSORA,2012
2.56,IMPRESSORA,2012
2.55,SIHOSP,2012
4.29,COMPUTADOR,2012
1.29,IMPRESSORA,2012
8.28,SIHOSP,2012
3.33,IMPRESSORA,2012
3.38,SIHOSP,2012
3.38,SIHOSP,2012
73.37,SIHOSP,2012
1.49,IMPRESSORA,2012
2.54,BENNER,2012
2.54,BENNER,2012
2.54,BENNER,2012
2.54,BENNER,2012
2.54,IMPRESSORA,2012
2.4,IMPRESSORA,2012
2.4,IMPRESSORA,2012
10.29,SISTEMA,2012
8.31,COMPUTADOR,2012
3.49,ERRO,2012
22.28,COMPUTADOR,2012
1.28,SISTEMA,2012
67.69,ERRO,2012
32.4,COMPUTADOR,2012
1.61,SISTEMA,2012
5.34,IMPRESSORA,2012
4.34,SIHOSP,2012
5.34,ERRO,2012
5.34,SIHOSP,2012
1.31,ERRO,2012
3.62,MOUSE,2012
66.57,ERRO,2012
4.59,LASER,2012
5.53,BENNER,2012
5.31,SIHOSP,2012
83.54,ERRO,2012
42.51,BENNER,2012
7.3,SISTEMA,2012
40.62,IMPRESSORA,2012
8.37,SISTEMA,2012
43.35,ERRO,2012
7.33,ERRO,2012
72.52,SIHOSP,2012
1.52,ERRO,2012
1.33,COMPUTADOR,2012
55.53,SIHOSP,2012
1.49,SIHOSP,2012
5.6,IMPRESSORA,2012
7.34,NAO LIGA,2012
4.55,IMPRESSORA,2012
3.51,ERRO,2012
3.37,IMPRESSORA,2012
10.31,SIHOSP,2012
1.4,SISTEMA,2012
40.48,BENNER,2012
4.28,BENNER,2012
31.27,COMPUTADOR,2012
1.38,BENNER,2012
14.37,IMPRESSORA,2012
14.37,BENNER,2012
56.3,COMPUTADOR,2012
2.57,ERRO,2012
2.47,TECLADO,2012
2.34,ERRO,2012
62.28,IMPRESSORA,2012
5.58,SIHOSP,2012
46.38,ERRO,2012
4.38,ERRO,2012
46.37,ERRO,2012
7.31,IMPRESSORA,2012
46.68,BENNER,2012
4.48,COMPUTADOR,2012
47.64,SIHOSP,2012
4.26,TECLADO,2012
5.26,IMPRESSORA,2012
1.67,ERRO,2012
12.61,SISTEMA,2012
12.61,SISTEMA,2012
3.6,ERRO,2012
2.6,ERRO,2012
1.61,BENNER,2012
8.57,ERRO,2012
7.57,SIHOSP,2012
3.62,COMPUTADOR,2012
9.56,SISTEMA,2012
5.56,ERRO,2012
6.48,SISTEMA,2012
5.48,SISTEMA,2012
8.49,SISTEMA,2012
36.51,SISTEMA,2012
4.5,ERRO,2012
7.37,ERRO,2012
10.34,IMPRESSORA,2012
21.37,ERRO,2012
3.66,ERRO,2012
9.49,SISTEMA,2012
1.67,COMPUTADOR,2012
1.28,SISTEMA,2012
2.44,ERRO,2012
2.33,SIHOSP,2012
1.32,COMPUTADOR,2012
5.63,SISTEMA,2012
1.36,IMPRESSORA,2012
2.35,SIHOSP,2012
1.3,ERRO,2012
4.28,SIHOSP,2012
11.38,LASER,2012
1.33,SISTEMA,2012
1.31,SIHOSP,2012
11.3,COMPUTADOR,2012
11.29,ERRO,2012
27.34,SISTEMA,2012
13.34,IMPRESSORA,2012
2.65,BENNER,2012
3.47,SISTEMA,2012
5.61,IMPRESSORA,2012
6.6,ERRO,2012
1.45,MOUSE,2012
7.6,IMPRESSORA,2012
25.63,ERRO,2012
10.61,NAO LIGA,2012
3.66,TECLADO,2012
3.64,ERRO,2012
19.28,SISTEMA,2012
11.6,SIHOSP,2012
11.33,SISTEMA,2012
37.56,ERRO,2012
4.41,COMPUTADOR,2012
10.4,COMPUTADOR,2012
2.64,BENNER,2012
28.46,IMPRESSORA,2012
1.5,BENNER,2012
7.42,IMPRESSORA,2012
14.38,IMPRESSORA,2012
6.5,IMPRESSORA,2012
6.35,SISTEMA,2012
9.22,SIHOSP,2012
4.57,COMPUTADOR,2012
6.5,IMPRESSORA,2012
14.55,COMPUTADOR,2012
2.54,NAO LIGA,2012
3.32,BENNER,2012
2.41,TECLADO,2012
1.38,NAO LIGA,2012
1.23,ERRO,2012
13.37,IMPRESSORA,2012
28.34,IMPRESSORA,2012
11.69,ERRO,2012
6.53,IMPRESSORA,2012
3.34,SIHOSP,2012
2.48,IMPRESSORA,2012
2.53,IMPRESSORA,2012
20.38,IMPRESSORA,2012
1.27,ERRO,2012
5.6,IMPRESSORA,2012
4.25,IMPRESSORA,2012
3.25,SISTEMA,2012
5.27,ERRO,2012
30.32,SIHOSP,2012
4.5,BENNER,2012
5.31,SISTEMA,2012
5.31,SISTEMA,2012
6.26,ERRO,2012
1.26,SISTEMA,2012
11.3,IMPRESSORA,2012
1.26,SIHOSP,2012
44.26,SISTEMA,2012
1.21,LASER,2012
2.34,ERRO,2012
4.33,COMPUTADOR,2012
3.56,IMPRESSORA,2012
3.55,IMPRESSORA,2012
5.55,IMPRESSORA,2012
2.37,ERRO,2012
3.26,SISTEMA,2012
3.25,SISTEMA,2012
3.25,SISTEMA,2012
3.25,SISTEMA,2012
3.25,SISTEMA,2012
3.25,SISTEMA,2012
3.57,SISTEMA,2012
5.29,IMPRESSORA,2012
1.5,IMPRESSORA,2012
66.49,COMPUTADOR,2012
37.67,SISTEMA,2012
5.39,SIHOSP,2012
4.59,IMPRESSORA,2012
2.27,ERRO,2012
18.26,SISTEMA,2012
2.25,SIHOSP,2012
3.6,IMPRESSORA,2012
4.27,IMPRESSORA,2012
5.29,IMPRESSORA,2012
20.28,BENNER,2012
5.28,ERRO,2012
80.26,SISTEMA,2012
2.29,SISTEMA,2012
2.53,SIHOSP,2012
50.52,COMPUTADOR,2012
1.51,SIHOSP,2012
1.34,ERRO,2012
1.54,SIHOSP,2012
27.7,SISTEMA,2012
29.32,SISTEMA,2012
5.41,BENNER,2012
25.41,BENNER,2012
13.31,ERRO,2012
4.31,BENNER,2012
11.61,IMPRESSORA,2012
4.56,COMPUTADOR,2012
33.56,SIHOSP,2012
4.6,SIHOSP,2012
4.56,COMPUTADOR,2013
4.35,IMPRESSORA,2013
4.52,SIHOSP,2012
4.38,COMPUTADOR,2012
9.34,SISTEMA,2012
25.39,IMPRESSORA,2012
23.53,SISTEMA,2013
9.51,SIHOSP,2013
9.51,SISTEMA,2013
13.36,IMPRESSORA,2013
13.35,COMPUTADOR,2013
13.64,COMPUTADOR,2013
12.61,COMPUTADOR,2013
5.49,SIHOSP,2013
7.48,SIHOSP,2013
12.52,COMPUTADOR,2013
57.54,SIHOSP,2013
3.51,COMPUTADOR,2013
4.51,BENNER,2013
83.33,SISTEMA,2013
1.33,BENNER,2013
17.5,SISTEMA,2013
1.33,IMPRESSORA,2013
1.58,BENNER,2013
1.25,MOUSE,2013
3.27,SIHOSP,2013
10.3,SISTEMA,2013
1.39,IMPRESSORA,2013
1.53,BENNER,2013
6.55,SISTEMA,2013
19.36,IMPRESSORA,2013
11.34,IMPRESSORA,2013
18.33,COMPUTADOR,2013
18.33,SISTEMA,2013
10.48,IMPRESSORA,2013
2.34,ERRO,2013
2.31,ERRO,2013
10.59,COMPUTADOR,2013
18.55,SISTEMA,2013
2.54,SISTEMA,2013
5.43,ERRO,2013
6.42,SISTEMA,2013
7.29,ERRO,2013
5.31,ERRO,2013
3.31,SISTEMA,2013
3.31,SIHOSP,2013
6.15,SISTEMA,2013
7.14,BENNER,2013
20.11,SISTEMA,2013
4.08,NAO LIGA,2012
4.07,IMPRESSORA,2013
4.07,IMPRESSORA,2013
5.12,SISTEMA,2013
3.06,IMPRESSORA,2013
7.5,COMPUTADOR,2013
2.39,ERRO,2013
1.3,SIHOSP,2013
76.29,SIHOSP,2013
1.29,ERRO,2013
4.15,SISTEMA,2013
4.65,IMPRESSORA,2013
4.62,COMPUTADOR,2013
5.61,COMPUTADOR,2013
3.33,BENNER,2013
3.29,NAO LIGA,2013
2.36,COMPUTADOR,2013
64.35,IMPRESSORA,2013
9.57,NAO LIGA,2013
9.57,NAO LIGA,2013
9.57,NAO LIGA,2013
1.57,IMPRESSORA,2013
2.56,IMPRESSORA,2013
1.28,SISTEMA,2013
1.56,SISTEMA,2013
14.51,SISTEMA,2013
2.33,IMPRESSORA,2013
7.33,SISTEMA,2013
6.33,ERRO,2013
31.68,BENNER,2013
31.67,BENNER,2013
40.67,ERRO,2013
3.67,SIHOSP,2013
9.67,IMPRESSORA,2013
24.55,ERRO,2013
32.54,BENNER,2013
3.54,NAO LIGA,2013
3.65,IMPRESSORA,2013
1.39,COMPUTADOR,2013
1.59,MOUSE,2013
37.39,ERRO,2013
1.22,BENNER,2013
25.27,SISTEMA,2013
32.38,BENNER,2013
31.68,ERRO,2013
33.68,ERRO,2013
2.35,COMPUTADOR,2013
34.27,SIHOSP,2013
1.29,ERRO,2013
36.28,IMPRESSORA,2013
19.59,SISTEMA,2013
5.59,SISTEMA,2013
76.48,SIHOSP,2013
77.39,ERRO,2013
2.46,ERRO,2013
7.39,ERRO,2013
5.3,IMPRESSORA,2013
2.53,ERRO,2013
5.63,SISTEMA,2012
1.62,BENNER,2013
7.3,BENNER,2013
2.48,SIHOSP,2013
30.42,SIHOSP,2013
2.42,SISTEMA,2013
2.41,ERRO,2013
2.39,SISTEMA,2013
11.36,SISTEMA,2013
18.35,SIHOSP,2013
2.35,SISTEMA,2013
2.34,IMPRESSORA,2013
2.34,IMPRESSORA,2013
6.26,ERRO,2013
2.24,SIHOSP,2013
7.57,BENNER,2013
1.38,SIHOSP,2013
22.35,IMPRESSORA,2013
9.31,SISTEMA,2013
6.54,BENNER,2013
21.39,BENNER,2013
77.25,SIHOSP,2013
5.49,ERRO,2013
11.55,IMPRESSORA,2013
53.2,SISTEMA,2013
23.47,BENNER,2013
11.47,ERRO,2013
7.71,BENNER,2013
3.57,ERRO,2013
5.51,LASER,2013
9.69,ERRO,2013
5.68,ERRO,2013
4.67,SISTEMA,2013
5.24,BENNER,2013
66.16,SISTEMA,2013
29.29,IMPRESSORA,2013
1.46,MOUSE,2013
13.27,SISTEMA,2013
13.26,IMPRESSORA,2013
7.26,NAO LIGA,2013
46.37,SIHOSP,2013
2.62,COMPUTADOR,2013
53.3,SISTEMA,2013
3.3,SISTEMA,2013
2.29,SIHOSP,2013
17.28,IMPRESSORA,2013
17.28,IMPRESSORA,2013
3.28,SISTEMA,2013
2.27,IMPRESSORA,2013
2.27,IMPRESSORA,2013
2.27,IMPRESSORA,2013
32.27,IMPRESSORA,2013
8.5,COMPUTADOR,2013
2.61,SISTEMA,2013
32.59,IMPRESSORA,2013
2.52,IMPRESSORA,2013
2.52,COMPUTADOR,2013
12.34,SISTEMA,2013
8.25,SIHOSP,2013
47.23,SIHOSP,2013
7.19,COMPUTADOR,2013
9.63,SISTEMA,2013
75.03,SISTEMA,2013
10.24,SISTEMA,2013
2.61,COMPUTADOR,2013
1.55,NAO LIGA,2013
1.55,ERRO,2013
6.53,IMPRESSORA,2013
54.52,IMPRESSORA,2013
1.47,COMPUTADOR,2013
70.06,IMPRESSORA,2013
27.43,IMPRESSORA,2013
1.3,BENNER,2013
84.98,IMPRESSORA,2013
7.29,ERRO,2013
4.29,SISTEMA,2013
4.28,SIHOSP,2013
3.48,ERRO,2013
4.47,IMPRESSORA,2013
3.47,ERRO,2013
39.41,BENNER,2013
20.66,IMPRESSORA,2013
13.64,IMPRESSORA,2013
4.47,SISTEMA,2013
5.49,IMPRESSORA,2013
2.44,SIHOSP,2013
66.3,IMPRESSORA,2013
50.32,SIHOSP,2013
15.6,LASER,2013
64.12,IMPRESSORA,2013
28.42,IMPRESSORA,2013
1.3,COMPUTADOR,2013
3.55,ERRO,2013
2.51,BENNER,2013
2.34,SISTEMA,2013
1.31,BENNER,2013
5.31,ERRO,2013
3.36,COMPUTADOR,2013
3.35,TECLADO,2013
2.59,IMPRESSORA,2013
87.27,IMPRESSORA,2013
2.42,SIHOSP,2013
2.42,NAO LIGA,2013
65.05,IMPRESSORA,2013
34.33,SISTEMA,2013
13.32,SIHOSP,2013
8.26,BENNER,2013
7.34,BENNER,2013
1.56,IMPRESSORA,2013
1.46,MOUSE,2013
2.38,SISTEMA,2013
8.42,BENNER,2013
1.42,ERRO,2013
4.52,ERRO,2013
15.34,SISTEMA,2013
1.62,IMPRESSORA,2013
2.59,SISTEMA,2013
2.65,ERRO,2013
36.33,IMPRESSORA,2013
7.55,SISTEMA,2013
32.48,SISTEMA,2013
3.39,ERRO,2013
3.53,BENNER,2013
24.52,SIHOSP,2013
4.52,IMPRESSORA,2013
3.29,BENNER,2013
10.36,SISTEMA,2013
1.6,IMPRESSORA,2013
1.54,SIHOSP,2013
1.37,ERRO,2013
1.36,ERRO,2013
7.58,ERRO,2013
1.4,IMPRESSORA,2013
63.15,IMPRESSORA,2013
9.3,ERRO,2013
55.98,SIHOSP,2013
7.51,IMPRESSORA,2013
1.5,NAO LIGA,2013
3.1,SISTEMA,2013
3.61,COMPUTADOR,2013
4.59,COMPUTADOR,2013
31.56,BENNER,2013
3.31,ERRO,2013
4.6,SIHOSP,2013
3.3,ERRO,2013
1.28,SIHOSP,2013
1.26,SISTEMA,2013
12.49,IMPRESSORA,2013
3.54,IMPRESSORA,2013
12.34,COMPUTADOR,2013
25.33,COMPUTADOR,2013
2.33,SISTEMA,2013
47.23,COMPUTADOR,2013
3.39,SISTEMA,2013
24.39,SIHOSP,2013
3.36,ERRO,2013
3.32,SISTEMA,2013
3.3,SIHOSP,2013
18.3,SIHOSP,2013
51.26,SISTEMA,2013
5.49,COMPUTADOR,2013
12.49,SISTEMA,2013
11.49,COMPUTADOR,2013
3.55,ERRO,2013
4.52,SISTEMA,2013
4.52,BENNER,2013
5.52,SIHOSP,2013
21.42,ERRO,2013
36.17,ERRO,2013
5.53,BENNER,2013
1.52,ERRO,2013
2.58,IMPRESSORA,2013
4.34,SIHOSP,2013
4.28,BENNER,2013
38.1,SIHOSP,2013
28.26,COMPUTADOR,2013
1.57,SISTEMA,2013
13.54,BENNER,2013
2.45,ERRO,2013
18.69,SISTEMA,2013
8.48,COMPUTADOR,2013
14.41,COMPUTADOR,2013
1.32,COMPUTADOR,2013
11.59,ERRO,2013
1.44,COMPUTADOR,2013
4.32,SIHOSP,2013
28.72,SIHOSP,2013
19.63,SIHOSP,2013
18.38,SISTEMA,2013
18.33,ERRO,2013
5.33,ERRO,2013
39.12,SISTEMA,2013
2.51,BENNER,2013
2.51,ERRO,2013
2.49,BENNER,2013
26.17,SISTEMA,2013
2.47,BENNER,2013
4.63,ERRO,2013
3.6,IMPRESSORA,2013
4.58,ERRO,2013
3.26,ERRO,2013
3.26,ERRO,2013
3.25,ERRO,2013
3.25,ERRO,2013
5.24,ERRO,2013
18.54,SIHOSP,2013
7.5,SISTEMA,2013
3.42,COMPUTADOR,2013
39.16,COMPUTADOR,2013
39.21,COMPUTADOR,2013
26.04,SISTEMA,2013
23.32,IMPRESSORA,2013
4.53,COMPUTADOR,2013
22.25,ERRO,2013
44.56,SIHOSP,2013
4.34,ERRO,2013
4.34,SISTEMA,2013
10.34,ERRO,2013
21.34,IMPRESSORA,2013
4.63,ERRO,2013
19.19,LASER,2013
2.48,SISTEMA,2013
21.15,SIHOSP,2013
1.28,SISTEMA,2013
4.68,ERRO,2013
21.13,IMPRESSORA,2013
19.28,IMPRESSORA,2013
22.05,IMPRESSORA,2013
4.37,ERRO,2013
3.32,BENNER,2013
2.37,BENNER,2013
19.08,SISTEMA,2013
1.53,SISTEMA,2013
14.92,ERRO,2013
50.96,COMPUTADOR,2013
3.49,SIHOSP,2013
1.52,SIHOSP,2013
14.37,SISTEMA,2013
7.38,ERRO,2013
7.35,SIHOSP,2013
14.14,ERRO,2013
5.55,ERRO,2013
5.41,ERRO,2013
5.31,ERRO,2013
4.3,ERRO,2013
1.92,ERRO,2013
13.91,IMPRESSORA,2013
6.3,SIHOSP,2013
6.3,ERRO,2013
13.89,IMPRESSORA,2013
6.28,SIHOSP,2013
6.27,SIHOSP,2013
6.27,SIHOSP,2013
5.56,BENNER,2013
5.82,SISTEMA,2013
2.81,ERRO,2013
2.76,ERRO,2013
1.74,ERRO,2013
